CountryCode,Year,CountryName,LifeExp,FertRate,Population,Region
IDN,2015,Indonesia,69.0716829268293,2.437,258162113.0,East Asia & Pacific
IND,2015,India,68.3485609756098,2.395,1309053980.0,South Asia
IRL,2015,Ireland,81.5024390243902,1.94,4676835.0,Europe & Central Asia
IRN,2015,"Iran, Islamic Rep.",75.59134146341471,1.685,79360487.0,Middle East & North Africa
IRQ,2015,Iraq,69.5902682926829,4.515,36115649.0,Middle East & North Africa
ISL,2015,Iceland,82.8609756097561,1.93,330815.0,Europe & Central Asia
ISR,2015,Israel,82.05121951219509,3.09,8380100.0,Middle East & North Africa
ITA,2015,Italy,83.490243902439,1.37,60730582.0,Europe & Central Asia
JAM,2015,Jamaica,75.7981707317073,2.025,2871934.0,Latin America & Caribbean
JOR,2015,Jordan,74.20334146341459,3.366,9159302.0,Middle East & North Africa
JPN,2015,Japan,83.84365853658541,1.46,127141000.0,East Asia & Pacific
KAZ,2015,Kazakhstan,72.0,2.73,17544126.0,Europe & Central Asia
KEN,2015,Kenya,62.133731707317104,4.263,47236259.0,Sub-Saharan Africa
KGZ,2015,Kyrgyz Republic,70.6512195121951,3.2,5956900.0,Europe & Central Asia
KHM,2015,Cambodia,68.6561463414634,2.595,15517635.0,East Asia & Pacific
KIR,2015,Kiribati,66.1478536585366,3.69,112407.0,East Asia & Pacific
KOR,2015,"Korea, Rep.",82.1558536585366,1.239,51014947.0,East Asia & Pacific
KWT,2015,Kuwait,74.6979024390244,2.072,3935794.0,Middle East & North Africa
LAO,2015,Lao PDR,66.5398780487805,2.923,6663967.0,East Asia & Pacific
LBN,2015,Lebanon,79.62860975609759,1.722,5851479.0,Middle East & North Africa
LBR,2015,Liberia,61.16095121951221,4.647,4499621.0,Sub-Saharan Africa
LBY,2015,Libya,71.8263170731707,2.426,6234955.0,Middle East & North Africa
LCA,2015,St. Lucia,75.184512195122,1.869,177206.0,Latin America & Caribbean
LIE,2015,Liechtenstein,82.0731707317073,1.59,37403.0,Europe & Central Asia
LKA,2015,Sri Lanka,74.9531951219512,2.062,20966000.0,South Asia
LSO,2015,Lesotho,49.9612195121951,3.142,2174645.0,Sub-Saharan Africa
LTU,2015,Lithuania,75.119512195122,1.63,2904910.0,Europe & Central Asia
LUX,2015,Luxembourg,82.2292682926829,1.5,569604.0,Europe & Central Asia
LVA,2015,Latvia,74.12439024390241,1.64,1977527.0,Europe & Central Asia
MAC,2015,"Macao SAR, China",80.7660731707317,1.276,600942.0,East Asia & Pacific
MAF,2015,St. Martin (French part),79.4707317073171,1.81,31754.0,Latin America & Caribbean
MAR,2015,Morocco,74.2893170731707,2.4859999999999998,34803322.0,Middle East & North Africa
MDA,2015,Moldova,71.6264390243903,1.248,3554108.0,Europe & Central Asia
MDG,2015,Madagascar,65.4827804878049,4.35,24234088.0,Sub-Saharan Africa
MDV,2015,Maldives,76.979,2.088,409163.0,South Asia
MEX,2015,Mexico,76.9206829268293,2.213,125890949.0,Latin America & Caribbean
MKD,2015,"Macedonia, FYR",75.49534146341459,1.535,2079308.0,Europe & Central Asia
MLI,2015,Mali,58.4572195121951,6.143,17467905.0,Sub-Saharan Africa
MLT,2015,Malta,81.9463414634146,1.42,431874.0,Middle East & North Africa
MMR,2015,Myanmar,66.04207317073171,2.177,52403669.0,East Asia & Pacific
MNE,2015,Montenegro,76.3377073170732,1.676,622159.0,Europe & Central Asia
MNG,2015,Mongolia,69.8212682926829,2.638,2976877.0,East Asia & Pacific
MOZ,2015,Mozambique,55.371243902439005,5.295,28010691.0,Sub-Saharan Africa
MRT,2015,Mauritania,63.2028292682927,4.543,4182341.0,Sub-Saharan Africa
MUS,2015,Mauritius,74.3531707317073,1.36,1262605.0,Sub-Saharan Africa
MWI,2015,Malawi,63.796853658536605,5.048,17573607.0,Sub-Saharan Africa
MYS,2015,Malaysia,74.8751707317073,1.931,30723155.0,East Asia & Pacific
NAM,2015,Namibia,64.9154390243903,3.4730000000000003,2425561.0,Sub-Saharan Africa
NCL,2015,New Caledonia,77.7731707317073,2.22,273000.0,East Asia & Pacific
NER,2015,Niger,61.9690243902439,7.567,19896965.0,Sub-Saharan Africa
NGA,2015,Nigeria,53.0488780487805,5.587000000000001,181181744.0,Sub-Saharan Africa
NIC,2015,Nicaragua,75.0981219512195,2.231,6082035.0,Latin America & Caribbean
NLD,2015,Netherlands,81.7073170731707,1.71,16939923.0,Europe & Central Asia
NOR,2015,Norway,82.1,1.75,5188607.0,Europe & Central Asia
NPL,2015,Nepal,69.97334146341471,2.167,28656282.0,South Asia
NZL,2015,New Zealand,81.45682926829271,1.99,4595700.0,East Asia & Pacific
OMN,2015,Oman,77.32419512195119,2.7119999999999997,4199810.0,Middle East & North Africa
PAK,2015,Pakistan,66.3769756097561,3.55,189380513.0,South Asia
PAN,2015,Panama,77.7672926829268,2.421,3969249.0,Latin America & Caribbean
PER,2015,Peru,74.78073170731709,2.427,31376671.0,Latin America & Caribbean
PHL,2015,Philippines,68.406756097561,2.944,101716359.0,East Asia & Pacific
PNG,2015,Papua New Guinea,62.7766829268293,3.705,7919825.0,East Asia & Pacific
POL,2015,Poland,78.2048780487805,1.32,37986412.0,Europe & Central Asia
PRI,2015,Puerto Rico,79.5723170731708,1.432,3473181.0,Latin America & Caribbean
PRK,2015,"Korea, Dem. People's Rep.",70.3379268292683,1.9680000000000002,25243917.0,East Asia & Pacific
PRT,2015,Portugal,81.5219512195122,1.23,10358076.0,Europe & Central Asia
PRY,2015,Paraguay,73.02563414634149,2.509,6639119.0,Latin America & Caribbean
PSE,2015,West Bank and Gaza,73.07419512195119,4.11,4422143.0,Middle East & North Africa
PYF,2015,French Polynesia,76.7524146341463,2.0269999999999997,277690.0,East Asia & Pacific
QAT,2015,Qatar,78.7625853658537,2.0069999999999997,2481539.0,Middle East & North Africa
ROU,2015,Romania,74.9609756097561,1.52,19815481.0,Europe & Central Asia
RUS,2015,Russian Federation,70.90853658536591,1.75,144096870.0,Europe & Central Asia
RWA,2015,Rwanda,64.5245365853659,3.8,11629553.0,Sub-Saharan Africa
SAU,2015,Saudi Arabia,74.4933414634146,2.713,31557144.0,Middle East & North Africa
SDN,2015,Sudan,63.7107317073171,4.2860000000000005,38647803.0,Sub-Saharan Africa
SEN,2015,Senegal,66.8044146341463,5.031000000000001,14976994.0,Sub-Saharan Africa
SGP,2015,Singapore,82.5951219512195,1.24,5535002.0,East Asia & Pacific
SLB,2015,Solomon Islands,68.146243902439,3.904,587482.0,East Asia & Pacific
SLE,2015,Sierra Leone,51.3081707317073,4.516,7237025.0,Sub-Saharan Africa
SLV,2015,El Salvador,73.0010975609756,1.909,6312478.0,Latin America & Caribbean
SOM,2015,Somalia,55.6855853658537,6.364,13908129.0,Sub-Saharan Africa
SRB,2015,Serbia,75.4878048780488,1.46,7095383.0,Europe & Central Asia
SSD,2015,South Sudan,56.111512195122,4.937,11882136.0,Sub-Saharan Africa
STP,2015,São Tomé and Principe,66.5137073170732,4.516,195553.0,Sub-Saharan Africa
SUR,2015,Suriname,71.2941707317073,2.336,553208.0,Latin America & Caribbean
SVK,2015,Slovak Republic,77.2121951219512,1.37,5423801.0,Europe & Central Asia
SVN,2015,Slovenia,81.07804878048779,1.58,2063531.0,Europe & Central Asia
SWE,2015,Sweden,82.55121951219509,1.88,9799186.0,Europe & Central Asia
SWZ,2015,Swaziland,48.87395121951221,3.201,1319011.0,Sub-Saharan Africa
SYC,2015,Seychelles,73.2292682926829,2.3,93419.0,Sub-Saharan Africa
SYR,2015,Syrian Arab Republic,70.0893170731707,2.903,18734987.0,Middle East & North Africa
TCD,2015,Chad,51.8733170731707,6.05,14009413.0,Sub-Saharan Africa
TGO,2015,Togo,60.120756097561,4.513999999999999,7416802.0,Sub-Saharan Africa
THA,2015,Thailand,74.60119512195119,1.4969999999999999,68657600.0,East Asia & Pacific
TJK,2015,Tajikistan,69.7684390243903,3.4539999999999997,8548651.0,Europe & Central Asia
TKM,2015,Turkmenistan,65.7364390243903,2.275,5565284.0,Europe & Central Asia
TLS,2015,Timor-Leste,68.5264146341463,5.615,1240977.0,East Asia & Pacific
TON,2015,Tonga,72.94404878048779,3.678,106364.0,East Asia & Pacific
TTO,2015,Trinidad and Tobago,70.55770731707321,1.766,1360092.0,Latin America & Caribbean
TUN,2015,Tunisia,74.97597560975609,2.1319999999999997,11273661.0,Middle East & North Africa
TUR,2015,Turkey,75.42621951219509,2.052,78271472.0,Europe & Central Asia
TZA,2015,Tanzania,65.4874878048781,5.078,53879957.0,Sub-Saharan Africa
UGA,2015,Uganda,59.179073170731705,5.682,40144870.0,Sub-Saharan Africa
UKR,2015,Ukraine,71.189512195122,1.506,45154029.0,Europe & Central Asia
URY,2015,Uruguay,77.13821951219509,2.0069999999999997,3431552.0,Latin America & Caribbean
USA,2015,United States,78.7414634146342,1.8430000000000002,320896618.0,North America
UZB,2015,Uzbekistan,68.45307317073171,2.491,31298900.0,Europe & Central Asia
VCT,2015,St. Vincent and the Grenadines,73.0523658536585,1.952,109455.0,Latin America & Caribbean
VEN,2015,"Venezuela, RB",74.4096097560976,2.34,31155134.0,Latin America & Caribbean
VIR,2015,Virgin Islands (U.S.),79.87317073170729,1.74,103574.0,Latin America & Caribbean
VNM,2015,Vietnam,75.77773170731709,1.96,91713300.0,East Asia & Pacific
VUT,2015,Vanuatu,72.1573658536585,3.31,264603.0,East Asia & Pacific
WSM,2015,Samoa,73.7648780487805,4.0280000000000005,193759.0,East Asia & Pacific
XKX,2015,Kosovo,71.34634146341459,2.09,1801800.0,Europe & Central Asia
YEM,2015,"Yemen, Rep.",64.0313902439024,4.043,26916207.0,Middle East & North Africa
ZAF,2015,South Africa,57.4409024390244,2.339,55011976.6820294,Sub-Saharan Africa
ZMB,2015,Zambia,60.7856829268293,5.284,16100587.0,Sub-Saharan Africa
ZWE,2015,Zimbabwe,59.161073170731704,3.8560000000000003,15777451.0,Sub-Saharan Africa
